id,text,time stamp
@in_the_name_of,"Earthquake with its epicenter in the Noto region of Ishikawa Prefecture. The depth of the epicenter was very shallow, the magnitude of the earthquake was M7.6, and a maximum seismic intensity of 7 was observed in Ishikawa Prefecture. A major tsunami warning is being issued.",01-01-2024
@Hsnain901,"VIDEO:Watch the startling video of the #earthquake felt in Nagano,#japan despite its distance from the epicenter at the Noto Peninsula.",01-01-2024
@BrownHasher,"Just sat through the longest earthquake I have ever felt, not too severe over here in Tokyo but it was a 7.4 at the epicenter near Noto in Ishikawa, hoping the damage over there is minimal and that everyone is safe",01-01-2024
@CaliesCaliCOL,"INTERNACIONAL  Un terremoto de magnitud 7.6 grados sacudió este 1 de enero la región de Noto, en Ishikama, Japón, según el Servicio Geológico de Estados Unidos.",01-01-2024
@ilustrador,"Tras ser golpeado por el oleaje del #Tsunami, así lucen las calles de un poblado de la península de #Noto, en #Japon     #Terremoto #sismo #Temblor #earthquake",01-01-2024
@MundoEConflicto,"#AHORA | Daños de consideración en Noto, Japón, debido al fuerte terremoto.",01-01-2024
@MHNewsDaily,"A video capturing the earthquake's impact in Nagano, despite the epicenter being quite distant from the Noto peninsula where the earthquake struck today.  #Japan  #Earthquake #Tsunami #NewYear",01-01-2024
@yukin_done,,01-01-2024
@anees_tareen,"A video capturing the earthquake's impact in Nagano, despite the epicenter being quite distant from the Noto peninsula where the earthquake struck today.  #Japan  #Earthquake #Tsunami #NewYear",01-01-2024
@captsingh,,01-01-2024
@shiningworld8,"On January 1st, around 4:10 PM, a strong earthquake with a maximum intensity of 7 was observed in Ishikawa Prefecture, Shika Town. The epicenter was in the Noto region, with a shallow depth, and the estimated magnitude is 7.4, according to the Japan Meteorological Agency.",01-01-2024
@WAQASMmughall,Video of a river becoming like the inside of a washing machine due to the effects of an earthquake  #能登半島地震 #能登半島 #地震 Tsunami 3m Earthquake safe Earthquake warning Ishikawa earthquake Ishikawa epicenter Ishikawa seismic intensity 7 Noto earthquake Ishikawa safe …….,01-01-2024
@robotopia,"In July I visited Suzu City, near the epicenter of today's 7.6-magnitude #quake in #Japan, and was surprised to see warnings like this on many buildings. The remote community at the end of the Noto Peninsula had suffered another big quake in May that left one dead and 44 injured",01-01-2024
@aliwritespk,"A video capturing the earthquake's impact in Nagano, despite the epicenter being quite distant from the Noto peninsula where the earthquake struck today.  #Japan  #Earthquake #Tsunami #NewYear",01-01-2024
@mobin_911,"Video of the earthquake as it was experienced in Nagano, which is quite far from the epicenter of the earthquake that hit the Noto peninsula today.  #Tsunami #japan #earthquake #NewYear",01-01-2024
@fleur_2021,"At around 16:10, an earthquake with its epicenter in the Noto region of Ishikawa Prefecture. M7.6A big tsunami is coming. Please evacuate to a high place",01-01-2024
@janisfrayer,Update from #Japan: ‘major tsunami warning’ for Noto region near epicenter of M7.4 earthquake revised to ‘tsunami warning’. Officials still on high alert and urging ‘vigilance’ for possible similar strength quake in next 2-3 days given area’s record of seismic activity.  @NBCNews,01-01-2024
@kennedytetteh,"Although very shallow a major earthquake of Magnitude 7.5 has hit Noto, Ishikawa prefecture in Japan. Early warning of Tsunami to hit the epicenter. Residents advised to evacuate to higher grounds!  #Japan",01-01-2024
@maskedfools,"just now there were 3 earthquakes in succession in noto in ishikawa and they were already the epicenter of the magnitude 7.6 earthquake earlier this afternoon, please pray for them, oh my god",01-01-2024
@say_Q_meisai,"A huge earthquake occurred in the Noto region of Japan. Although I am about 250km away from the epicenter (my parents' home), I am safe.",01-01-2024
@JRE_Super_Exp_E,01-01-2024,01-01-2024
@S_Kgamesdao,"英語版 Switched to major tsunami warning. Please evacuate immediately. Information about the epicenter!! An earthquake occurred at around 16:10 with its epicenter in the Noto region of Ishikawa Prefecture. The epicenter is very shallow, the magnitude of the earthquake is M7.6",01-01-2024
@_great_yota_,"It's been the start of a difficult year... If you are in the affected areas near the epicenter of the Noto Peninsula, please be careful and ensure your safety first.",01-01-2024
@saesaemadam1,"At around 4:10 p.m. on January 1, a magnitude 7.6 earthquake occurred with its epicenter in the Noto region of Ishikawa Prefecture. At this time, we have not confirmed any impact of the earthquake on the Fukushima Daiichi and Daini Nuclear Power Plants and our main power system.",01-01-2024
@extrapolatemate,"An estimated 7.6 magnitude earthquake just struck Japan today. Epicenter: Noto, Ishikawa Prefecture, depth very shallow and a Tsunami warning has been issued.  Terrible start to the new year.",01-01-2024
@Nataly85416778,01-01-2024,01-01-2024
@AbelTaiti,"EMERGENCY TSUNAMI WARNING in Japan. January 1, 2024: A tsunami warning has been issued. Please evacuate immediately. The epicenter of the earthquake was located in the Noto region of Ishikawa Prefecture at around 16:10. The depth of the epicenter is very shallow, and the",01-01-2024
@purple_kiyo21,Oh〜Earthquake〜scary…The room shook….The epicenter is the Noto Peninsula. I live in so far place but so scary. I hope everyone is safe...,01-01-2024
@ShamanGeo,,01-01-2024
@melange82,Ishikawa (the prefecture closest to the epicenter of the earthquake) is where I went to for my summer JP language program back in the day...  The profs arranged for us student all to go up to Noto peninsula for a trip too...,01-01-2024
@koheinet608,"At around 4:10 p.m. on January 1, there was an earthquake of intensity 7 in Shiga Town, Ishikawa Prefecture. The epicenter was in the Noto region of Ishikawa Prefecture, and the depth of the epicenter was very shallow.The magnitude of the quake is estimated to be 7.6 on the",01-01-2024
@SaylorTwiftArt,"Pretty big earthquake (7.4) hit noto, ishikawa prefecture. Felt it pretty good down here in nagoya, but we're in no danger of tsunami. Tsunami warnings of up to 5m near the epicenter",01-01-2024
@chokopai17,"There is an earthquake & tsunami warning with the epicenter in Noto, Ishikawa Prefecture.  I think there will be aftershocks in the future.   Take care, everyone. On the way home, etc. various things,transportation, etc.   Please be careful on your way home.   Please evacuate",01-01-2024
@feed_economy_jp,"An earthquake has struck Japan. The epicenter of the earthquake was in the Noto region of Ishikawa Prefecture, with a very shallow epicenter and an estimated magnitude of 7.6.",01-01-2024
@kiranjoshi235,"With audio  [Tsunami information January 2, 2024]  The tsunami warning has been partially lifted.  [Information about the epicenter]  At around 16:10 on the 1st, an earthquake occurred with its epicenter in the Noto region of Ishikawa Prefecture. #Japon #JapanEarthquake #japan",01-01-2024
@HaydenSchiff,"from Matsunami, an area of Noto town maybe 5-10 miles from the epicenter",01-01-2024
@Write7Dave,"Tsunami warning issued after powerful earthquake strikes Japan https://abcnews.go.com/International/powerful-earthquake-strikes-japan/story?id=106028492…  An earthquake with a preliminary magnitude of 7.5 struck at about 4:10 p.m. local time, with its epicenter on the Noto Peninsula, along the Sea of Japan, according to U.S. Geological Survey",01-01-2024
@tkhs1975,"The Noto Peninsula Earthquake of 2024 occurred with a magnitude of 7.6 and its epicenter was in the Noto Peninsula in Ishikawa Prefecture. Shiga Town, Hakui District experienced a seismic intensity of 7, four cities including Wajima City experienced a seismic intensity of 6+, and",01-01-2024
@n_n0819,Attention Japanese Travelers A tsunami warning has been issued. Please evacuate now! ［Information on the epicenter] Earthquake centered in the Noto region of Ishikawa Prefecture at approximately 16:10.,01-01-2024
@nthusharon,"[Earthquake epicenter] At around 16:10, an earthquake of magnitude 7.6 occurred in the Noto region of Ishikawa Prefecture. The depth of the epicenter was extremely shallow, reports of continuous aftershocks are emerging …",01-01-2024
@emergencyinc2,Earthquake occurrence date and time January 1st around 16:10 Epicenter name Ishikawa Prefecture Noto region depth very shallow magnitude M7.6 #Japan #Earthquake live camera in #IshikawaPrefecture https://x.com/_hajityan/stat/_hajityan/status/1741723136494891190…,01-01-2024
@WIONews," #Gravitas | Japan was jolted by a 7.6 magnitude earthquake on January 1st, 2024, with its epicentre in the Noto region. The quake triggered fires, building collapses, and violent shaking of trains. Eyewitness videos captured the moment high waves hit Japan's coast, raising fears Show more",01-01-2024
@abcnews,Tsunami warnings issued in Japan following magnitude-7.6 earthquake: A tsunami of up to five metres high is believed to be reaching Noto in the Ishikawa Prefecture — more than 500km west of Tokyo — according to Japan's Meteorological Agency.,01-01-2024
@MillieParfait,I didn't feel the earthquake today but a lot of people messaged me if I am okay and yes I am ok! I got confused until I saw the news!  Please stay safe everybody and make sure you guys watch out for the news especially if youre in the affected area!,01-01-2024
@GeotechTips,"Imágenes del tsunami avanzando por canales en la península de Noto, Ishikawa, Japón , producto de sismo de magnitud 7.6.",02-01-2024
@VerdadeseNadaMa,"Japão: Um terremoto de magnitude 7,6 na Península de Noto, na província de Ishikawa, foi o mais forte a atingir a região desde 1885. Um alerta de tsunami foi emitido pela primeira vez desde 2011, quando um terremoto devastador no nordeste do país matou mais de 15 mil pessoas.",02-01-2024
@asalmendez,¿Qué pensarían si les contara que en 2023 un equipo de geofísicos japoneses publicó en la revista “Scientific Reports” un artículo en el que analizan el mecanismo que podría haber originado el sismo de 7.5Mw que azotó hoy a #Japón?   El artículo se titula “Episodic transient,02-01-2024
@EN_NERV,"Tsunami Advisory – 1/2, 7:30am The Tsunami Advisory has been updated. Waves of up to 1m are expected. Those near coastal areas, rivers, or lakes should evacuate to higher ground immediately. #tsunami",02-01-2024
@asalmendez,Increible !!!   Los datos de GPS e interferometría arrojaron que en esta zona del noroeste de la península de Noto en #Japon la tierra se desplazó alrededor de 3 m.  Ahora las imágenes satelitales corroboran las observaciones y muestran que toda esta zona se levantó después del,02-01-2024
@kaga_oren,"This is the current frequency of earthquakes. help me. too scary. It's always been like this. Both my little sister and the dog are crying. Neither my parents nor I can sleep. what will happen to us?  History  Occurrence time: January 3, 2024, 2:30  Epicenter: Noto region,",02-01-2024
@EN_NERV,"《 Earthquake Early Warning 》 A large earthquake has occurred near Noto, Ishikawa Prefecture. Prepare for strong shaking in the areas of: Ishikawa. #earthquake",02-01-2024
@wecandaoit,We extend our condolences to those affected by the Noto Peninsula earthquake and are accepting donations for the relief efforts at this wallet address.  Wallet address for donations: 0x62d6889fAa439c76843069e4a3Ee288670ddd040  1/n,02-01-2024
@StarlayChan,"SCI is committed to supporting the Noto Peninsula Earthquake relief efforts in Japan. We've submitted a proposal which contributes $10,000 from  @starlay_fi  's treasury to help those affected by this disaster.",02-01-2024
@c7ob4ra,●Latest earthquake information in Japan Number of deaths: 48 Tsunami warning has been canceled Land routes to the affected area have been cut off.  Rescue operations are mainly carried out by air.  Many people missing in many towns on the Noto Peninsula due to tsunami,02-01-2024
@The_Japan_News,"1,000 Ground Self-Defense Force Personnel Begin Rescue Operations in Affected Areas of Noto Peninsula Earthquake https://japannews.yomiuri.co.jp/society/noto-peninsula-earthquake/20240102-159313/…",02-01-2024
@Elshad1975,,02-01-2024
@SchoonerAmi2022,"A series of earthquakes hit the Noto Peninsula in Ishikawa Prefecture on 1 January 2024, causing minor tsunami, several fires and significant infrastructure damage in various parts of Ishikawa Prefecture. Further aftershocks remain a possibility and transport links are disrupted.",02-01-2024
@WIONews,#JapanEarthquake: Earthquake damages road near port in Japan's Noto region | #WIONOriginals,02-01-2024
@ChaudharyParvez,Today's Video- Earthquake damages road near port in Japan's #Noto region  At least 48 people were killed after a powerful #earthquake hit Japan on New Year's Day. Video- Seiji Minami  #IshikawaPrefecture #Japan #JapanEarthquake  #deprem #sismo #地震 #Japon #Tsunami #能登町,02-01-2024
@NewsX,"#JapanEarthquake | A powerful 7.6 magnitude earthquake struck Japan on New Year's Day, triggering tsunami waves and causing extensive damage on the Noto Peninsula. Rescue teams face challenges reaching isolated areas with toppled buildings and disrupted roads. Prime Minister",02-01-2024
@NikhilT37865100,Today's Video- Earthquake damages road near port in Japan's #Noto region  At least 48 people were killed after a powerful #earthquake hit Japan on New Year's Day. Video- Seiji Minami  #IshikawaPrefecture #Japan #JapanEarthquake  #deprem #sismo #地震 #Japon #Tsunami #能登町,02-01-2024
@afpfr,"Une course contre la montre a commencé au Japon pour retrouver des survivants après un séisme qui a dévasté hier la péninsule de Noto, dans le centre du pays, faisant 48 morts selon le dernier bilan provisoire #AFP #AFPVertical",02-01-2024
@TheInsiderPaper,"BREAKING: Earthquake with a magnitude of 5.0 occurred near Noto, Ishikawa Prefecture in Japan.",02-01-2024
@japantimes,"Scenes of the aftermath of a powerful earthquake, registered at the highest level on Japan’s intensity scale, that struck Ishikawa Prefecture’s Noto Peninsula as the nation was marking New Year’s Day. https://jtim.es/3H1XNiw",02-01-2024
@japantimes,"BREAKING: An earthquake registering magnitude 5.6, a strong 5 on the Japanese shindo scale, hit the Noto Peninsula, Ishikawa Prefecture, on the north coast of central Japan, at 10:17 a.m. This area was hit by a massive 7.6 quake on Monday afternoon.",02-01-2024
@AbroadInJapan,"While I planned to start this year with a positive post looking back at 2023, instead I want to wish everyone well living in Ishikawa and the Noto Peninsula, who experienced a powerful magnitude 7.6 earthquake today on Japan's west coast.   A sad and unfortunate start to 2024.",02-01-2024
@MiguelTorrucoG,"ÚLTIMA HORA    TERREMOTO AZOTA JAPÓN  La region de Ishikawa en Japón recibio el 2024, con una sucesion de 21 terremotos, el más poderoso que se registro fue de 7.6 grados, generando alertas de tsunami en toda la costa occidental del país.",02-01-2024
@ndtv,"#JapanEarthquake | Japan Hit By 155 Earthquakes In A Day, 6 Dead, Several Injured   - US Geological Survey said the quake, which struck Ishikawa prefecture,  had a magnitude of 7.5.  - Waves at least 1.2 metres high hit the port of Wajima  - Around 32,700 households in the region",02-01-2024
@ActualidadRT,"El sismo de magnitud 7,6 ocurrido en la prefectura japonesa de Ishikawa fue el más fuerte desde que comenzaron los registros en el país en 1885, informan medios locales citando a la Agencia Meteorológica de Japón.",02-01-2024
@NHKWORLD_News,"Following Monday's magnitude 7.6 earthquake in Ishikawa Prefecture on the Sea of Japan, seismic activity has been observed continuously in the area. https://www3.nhk.or.jp/nhkworld/en/news/20240102_17/…",02-01-2024
@NHKWORLD_News,A magnitude-7.6 earthquake struck Ishikawa Prefecture in central Japan on Monday. The quake has left at least four people dead in the prefecture.  Visit our live coverage page for the latest: https://www3.nhk.or.jp/nhkworld/en/news/backstories/2935/…,02-01-2024
@NHKWORLD_News,"At least six people have been reported dead in Ishikawa Prefecture on the Sea of Japan, after a magnitude 7.6 earthquake struck the region on Monday afternoon. https://www3.nhk.or.jp/nhkworld/en/news/20240102_12/…",02-01-2024
@CNN,"At least 4 people have died in Japan's Ishikawa prefecture following a 7.5 magnitude earthquake, local authorities say. Follow live updates. https://cnn.it/48hLRVU",02-01-2024
@cnnbrk,"At least 4 people have died in Japan's Ishikawa prefecture following a 7.5 magnitude earthquake, local authorities say. Follow live updates. https://cnn.it/48hLRVU",02-01-2024
@drjwalk,Not the way Japan hoped to start 2024 between a major earthquake in Ishikawa and flight accident at Haneda...praying for the victims and rescue efforts underway as we stand in solidarity with the people of Japan.  https://cnn.com/2024/01/02/asia/japan-earthquake-tsunami-warnings-tuesday-intl-hnk…,02-01-2024
@ZT_Followers,"Earthquake may have shifted land 1.3 meters  The powerful earthquake that rocked Ishikawa Prefecture on Monday may have shifted land in the Noto region near the epicenter up to 1.3 meters to the west.  Japan's Geospatial Information Authority, known as GSI, analyzed GPS data",02-01-2024
@AtelierFelicia,この度は石川県能登地方で発生した地震災害につきまして、被害に遭われた皆さまに心よりお見舞い申し上げます。   I would like to express my deepest sympathies to everyone affected by the earthquake disaster in the Noto region of Ishikawa.  #africanfabrics #ghana #japan,02-01-2024
@kawataru_j,"M5.0 earthquake / +5 on Japanese shindo scale / Ishikawa pref, Noto region / 02:21 (JST) January 3 / No tsunami warning issued #earthquake #tsunami #Ishikawa #Japan #緊急地震速報 #地震 #津波 #石川県 #能登地方 #日本",02-01-2024
@smartertapping,"Specialists estimate that the magnitude 7.6 earthquake in Japan moved the terrain of the Noto region about 1.3 m to the west,  Japanese officials believe Monday's powerful earthquake moved the ground in the Noto region by up to 1.3m to the west, according to Sky News.  Japan's",02-01-2024
@yuzuspiration,"Currently, they are not dealing with donations, but here are their suggestions for the Noto region earthquake",02-01-2024
@NHKWORLD_News,The powerful earthquake that rocked Ishikawa Prefecture on Monday may have shifted land in the Noto region near the epicenter up to 1.3 meters to the west. https://www3.nhk.or.jp/nhkworld/en/news/20240102_22/…,02-01-2024
@PhilstarNews,"A badly damaged building can be seen along a street in the city of Wajima, Ishikawa prefecture on January 1, 2024, after a major 7.5 magnitude earthquake struck the Noto region in Ishikawa prefecture in the afternoon.  Tsunami waves over a meter high hit central Japan on January",02-01-2024
@yuzuspiration,This is the Japan NPO that some of us fanyus donate to during Yuzu’s birthday. Their thread mentions volunteer recruitment and donations for the Noto region earthquake. Please take a look.,02-01-2024
@ftfKcGSnUSyQf0k,"【Man-made earthquakes.】  In Japan, a colony of the Illuminati, there was a large earthquake in the Noto region of Ishikawa Prefecture just after 4 pm on January 1st.  Evil people artificially cause disasters and take people's lives and livelihoods.  https://rapt-plusalpha.com/92336/  #EU",02-01-2024
@inquirerdotnet,"LOOK: This aerial photo shows buildings burning in Wajima, Ishikawa prefecture, on January 1, 2024, after a 7.5 magnitude earthquake struck the Noto region in Ishikawa prefecture in the afternoon.  Tsunami waves over a meter high hit central Japan on January 1 after a series of",02-01-2024
@Sakura_Ishadoh,"被害がこれ以上拡がりませんように。  Here's a link to the Yahoo Funding website, for those looking for ways to help the people affected by the earthquake in the Noto region.   令和6年能登半島地震 緊急支援募金（Yahoo!基金） - Yahoo!ネット募金",02-01-2024
@Mario_HY_KKe_EK,"There was big earthquake in Noto region. People living there, be careful because There are still some earthquakes and Tsunami alert is still continuing",02-01-2024
@inquirerdotnet,"LOOK: The major 7.5 magnitude earthquake that struck the Noto region in Ishikawa prefecture in Japan on Jan. 1, 2024, has killed at least six people and left a trail of destruction. | : Fred Mery / AFPTV / AFP  Read more: https://inqnews.net/Japanquakerescue…",02-01-2024
@norishikata,"Earthquake may have shifted land 1.3 meters | NHK WORLD-JAPAN News   The powerful earthquake that rocked Ishikawa Prefecture on Monday may have shifted land in the Noto region near the epicenter up to 1.3 meters to the west.  Japan's Geospatial Information Authority, known as",02-01-2024
@cgtnafrica,"A magnitude-5.0 earthquake hit Noto region in Japan's Ishikawa Prefecture at 2:21 a.m. local time on Wednesday, according to Japan Meteorological Agency.",02-01-2024
@ninja_padrino,"Waking up to news that tsunami warning still applies to entire Japan Sea side of Japan, highest level alert downgraded for area closest to Noto epicenter - still requires vigilance for possibility of additional quakes. For now, thankful no devastating tsunami has come",02-01-2024
@ninja_padrino,"Wajima, Ishikawa is 40km from Noto quake epicenter - a small town with population of 27,000 people and known for their lacquerware and morning market https://en.m.wikipedia.org/wiki/Wajima,_Ishikawa…",02-01-2024
@AndyVermaut,Andy Vermaut shares:In photos: The aftermath of the New Year's day quake in Japan: A 7.6 magnitude earthquake、which at its epicenter was ranked shindo 7 — the highest level 7 on Japan’s intensity scale — struck Ishikawa Prefecture’s Noto… https://japantimes.co.jp/news/2024/01/03/japan/ishikawa-earthquake-photo-gallery/?utm_source=dlvr.it&utm_medium=twitter… Thank you.,02-01-2024
@girlie_mac,"I was back in my hometown near the epicenter a few months ago. And now, a large area of beautiful Noto is destroyed",02-01-2024
@prizzaaaa,"Eita essa pessoa disse que houve um tsunami na cidade de Noto e as mídias não estão divulgando!  Essa vila foi inundada e casas inteiras desapareceram…  Emissoras estão entrando em contato com a pessoa do post, parece q foi numa dessas cidades q só vivem idosos e por isso",02-01-2024
@JRE_Super_Exp_E,02-01-2024,02-01-2024
@RobS____,The powerful earthquake that rocked Ishikawa Prefecture on Monday may have shifted land in the Noto region near the epicenter up to 1.3 meters to the west.  https://www3.nhk.or.jp/nhkworld/en/news/20240102_22/…,02-01-2024
@DottirGongu,"New updated land shift  The powerful earthquake that rocked Ishikawa Prefecture on Monday caused crustal changes of  up to 3 meters in the Noto region near the epicenter.  Japan's Geospatial Information Authority, GSI, analyzed crustal movements before and after ...  1/2",02-01-2024
@Symbol_XYM_G,"To everyone overseas.  At around 16:10 on January 1, 2024, an earthquake occurred with the epicenter on the Noto Peninsula in Ishikawa Prefecture, and shaking with a seismic intensity of 7 and a magnitude of 7.6 was observed.   NEMTUS take seriously the serious damage caused by",02-01-2024
@ninja_padrino,,02-01-2024
@asalmendez,"Estoy leyendo un artículo bien jugoso de lo geofísicos japoneses, la verdad no se andan con medias tintas cuando se  trata de mecanismos formadores de sismos.  En un ratito les comparto un resumen que podría dar pistas del origen del sismo 7.5 Mw en la península de Noto. #Japon.",02-01-2024
@Michael45231497,#Japa - The powerful #earthquake that rocked Ishikawa Prefecture on Monday caused crustal changes of up to 3 meters in the Noto region near the epicenter.  https://www3.nhk.or.jp/nhkworld/en/news/20240102_32/…,02-01-2024
@LatuffCartoons,01-02-2024,02-01-2024
@asalmendez, ¿Qué pensarían si les contara que en 2023 un equipo de geofísicos japoneses publicó en la revista “Scientific Reports” un artículo en el que analizan el mecanismo que podría haber originado el sismo de 7.5Mw que azotó hoy a #Japón?   El artículo se titula “Episodic transient Show more,02-01-2024
@Cecalli_Helper,"#HEPCO Japan: \operator of #Shika nuclear power plant in quake-hit #Ishikawa Prefecture says systems to supply electricity to the facility from outside sources remain partially unusable.\"" https://www3.nhk.or.jp/nhkworld/en/news/20240102_33/… 1/1/2024 #Noto #earthquake Go #GreenNewDeal #nonukes #tech #security""",02-01-2024
@business,LATEST: At least 30 people were killed and scores injured in a powerful earthquake that hit off the Noto Peninsula on Japan’s northwest coast,02-01-2024
@business,"At least six people were killed and others injured in a powerful earthquake that hit off the Noto Peninsula on Japan’s northwest coast, wrecking buildings, buckling roads and triggering fires  Here's the latest",02-01-2024
@business,The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble,02-01-2024
@asalmendez, Increible !!!   Los datos de GPS e interferometría arrojaron que en esta zona del noroeste de la península de Noto en #Japon la tierra se desplazó alrededor de 3 m.  Ahora las imágenes satelitales corroboran las observaciones y muestran que toda esta zona se levantó después del Show more,02-01-2024
@kaga_oren," This is the current frequency of earthquakes. help me. too scary. It's always been like this. Both my little sister and the dog are crying. Neither my parents nor I can sleep. what will happen to us?  History  Occurrence time: January 3, 2024, 2:30  Epicenter: Noto region, Show more",02-01-2024
@michiokaku,"I appeared on  @CNN  to discuss the terrible earthquake that struck the Noto Peninsula of Ishikawa Prefecture, Japan today. Watch the video here now for free. #earthquake #japanearthquake2024",02-01-2024
@kyodo_english,Replying to  @kyodo_english,02-01-2024
@NetZero_Earth,climate: The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble https://trib.al/xjJXdPG,02-01-2024
@TouTzuSays,The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble https://bloomberg.com/news/articles/2024-01-02/japan-searches-for-survivors-after-earthquake-kills-at-least-48?utm_source=website&utm_medium=share&utm_campaign=twitter?sref=Wavgn9Hn… via  @climate,02-01-2024
@climate,The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble https://trib.al/xjJXdPG,02-01-2024
@BloombergAsia,The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble,02-01-2024
@BloombergNRG,The death toll from a powerful earthquake that toppled buildings in the Noto Peninsula on Japan’s northwest coast rises to nearly 50 as rescue workers search for survivors trapped under rubble,02-01-2024
@MacLesggy,Comment une construction antisismique se comporte pendant le séisme de Noto  le 1/1/2024.  #géniecivil,03-01-2024
@AlertaMundoNews,"| ÚLTIMA HORA: Se produce un nuevo sismo de magnitud 5,5 en la península de Noto-Japón.",03-01-2024
@ActualidadRT,"Nuevo sismo de magnitud 5,5 sacude la península de Noto en Japón",03-01-2024
@DeeNinis,"Observed uplift (L: Before earthquake, R: After earthquake) at Wajima Fishing Port ~30km from the epicentre of the M7.6 earthquake at Noto Peninsula Japan; The Geospatial Information Authority of Japan now estimate this site experienced up to ~4m of uplift https://gsi.go.jp/uchusokuchi/20240101noto.html…",03-01-2024
@mrjeffu,An extremely sad clip from ANN's coverage of the Noto Earthquake: this man's wife was on the first floor of his house when it collapsed. He called for help but was told there isn't enough rescue equipment and he's basically on a waiting list.,03-01-2024
@mrjeffu,Video: Japan Ground Self-Defense Force vehicles are arriving at the Noto Peninsula to begin their earthquake relief mission. The yellow banners on each vehicle indicate the home base of the units that have been deployed.,03-01-2024
@mrjeffu,"Video: Scenes of destruction uploaded by a resident of Suzu, a town on the Noto Peninsula, where an estimated 90% of houses were destroyed by Monday's earthquake.",03-01-2024
@mrjeffu,This video shows what the roads are like on the Noto Peninsula after Monday's earthquake in Japan. The uploader says this was recorded near Anamizu City.,03-01-2024
@MarineTraffic,"Rescue Efforts Escalate in Wajima, Japan  In response to the 7.5 magnitude #earthquake in Japan's Noto region, a robust rescue operation has been mobilised in the Wajima area, with 12 Navy & Coastal Guard vessels engaging in relief efforts along the tsunami-hit west coast.",03-01-2024
@amalgamidol,"vocaloid fans!! for ¥1000+ you can get unreleased content from your favorite producers, all funds will be donated to relief efforts for the recent noto peninsula earthquake in  a few participants: ichii izu GoBS mizumizu namazu mashima yuro x髥莏 punimaru utagawa shiki",03-01-2024
@DougDinsdale,Stone pillars and lanterns survived the Noto Peninsula Quake due to the foresight of their designers and constructers: Rounded ends helped absorb the force.,03-01-2024
@EpicsDAO2,We have made a modest donation from our NFT sales to support the earthquake relief efforts in the Noto Peninsula. We hope this contribution provides some support to those affected,03-01-2024
@BangkokPostNews,"KYODO - At least 62 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan on New Year's Day, with rubble and severed roads still preventing search and rescue operations on Wednesday. Full stor… https://bit.ly/41INyZW",03-01-2024
@GabbyWEUNV,"Japan Earthquake: Death Toll Hits 30, Rescue Operations Underway | Japan News | Noto Quake | IN18V #JapaneseMilitary #JapaneseMilitary #JapaneseArmy #Japan [Video] Multiple tremors have jolted Japan killing at least 30 people since the quake first hit on… http://dlvr.it/T0tQWx",03-01-2024
@ChinaNewsVideo,"Japan Earthquake: Death Toll Hits 30, Rescue Operations Underway | Japan News | Noto Quake | IN18V #JapaneseMilitary #JapaneseMilitary #JapaneseArmy #Japan [Video] Multiple tremors have jolted Japan killing at least 30 people since the quake first hit on… http://dlvr.it/T0tPW3",03-01-2024
@FujiiPonta,"At least 64 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan on New Year's Day, with rubble and severed roads still preventing search and rescue operations on January 3.",03-01-2024
@GulfTimes_QATAR,"At least 64 people were killed in the powerful earthquake that jolted the Noto Peninsula and surrounding areas in central Japan, with ongoing difficulties in search and rescue operations due to debris and blocked roads. https://gulf-times.com/article/674778/international/japan/death-toll-from-japan-earthquake-rises-to-64… . . #earthquakes #Japan",03-01-2024
@CCTV_Plus,"Another series of earthquakes in Japan's Noto Peninsula on Wednesday morning has inflicted more damage following a devastating quake on New Year's Day, with the latest tremors causing cracks on road surfaces and even seeing some sections cave-in.  https://cctvplus.com/news/20240103/8357746.shtml#!language=1…",03-01-2024
@RTultimahora,"#ULTIMAHORA Nuevo sismo de magnitud 5,5 sacude la península de Noto en Japón",03-01-2024
@mrjeffu,"Video: A huge landslide destroys several houses in Wajima. As days pass and evacuees make their way to safe places with stable internet connections, we'll probably hear more eyewitness accounts and see more footage of Noto Peninsula Earthquake.",03-01-2024
@woodpony1,令和6年 1月3日の朝 おはようございます 夜中に能登半島で震度5の余震が続く 被災された人々がゆっくり眠れる時が来ることを祈る  Reiwa 6 Morning of January 3rd Good morning Aftershocks with a seismic intensity of 5 continue in the Noto Peninsula during the night. I pray that the time,03-01-2024
@volcaholic1,"At least 65 people are confirmed dead and many more are feared trapped under collapsed houses after Monday's devastating earthquake in Ishikawa Prefecture, central Japan. Tens of thousands are still without electricity.",03-01-2024
