text,date,category
Mexico City Earthquake Should Raise Questions About Building Safety https://t.co/xzpxEUjfUU https://t.co/EGWcGzJjyH,20_9_2017,not_humanitarian
Guatemala earthquake with 6.9 Magnitude felt across border in Mexico - https://t.co/UKTrSdj7y1 https://t.co/bgYNloaSLZ,20_9_2017,other_relevant_information
Venezuela sends USAR team to Mexico after earthquake. Thanks!! https://t.co/Gc2PiHPA1a,20_9_2017,rescue_volunteering_or_donation_effort
RT @USRealityCheck: Silence falls as crowds listen for signs of life https://t.co/Xyf4MREPoT #Video #USRC https://t.co/DjHLkrfVBC,20_9_2017,other_relevant_information
Keep #Mexico in your thoughts! #earthquake https://t.co/vZPeEOChzQ,20_9_2017,not_humanitarian
Mexico declares 3 day mourning for earthquakeÂ victim https://t.co/xuzVVKDz50 https://t.co/5eBG5fcDbU,20_9_2017,other_relevant_information
Mexico's 4-legged Heroes aka Disaster Dog's - we salute youá¼Ÿ2á¼ŸD #mexico #Earthquake #cdmx #caninehero https://t.co/alWzfaUMdu,20_9_2017,not_humanitarian
"Mexico City earthquake: 6 ways to help victims, from Airbnb to GoFundMe https://t.co/8sMGIQ9KUR via FastCompany https://t.co/uKs2bgfjPR",20_9_2017,rescue_volunteering_or_donation_effort
Earthquake Hits Mexico - BET Breaks https://t.co/hHPJZwlMvi https://t.co/VeDPxrPwvH,20_9_2017,not_humanitarian
CBN Humanitarian Helps Mexico Earthquake Victims https://t.co/PH0zyrRv1N https://t.co/EePRH3THYV,20_9_2017,rescue_volunteering_or_donation_effort
Israeli-trained volunteers aid rescue efforts following Mexico earthquake https://t.co/JVNjaeYDP5 https://t.co/zxR1Yo1Z2H,20_9_2017,rescue_volunteering_or_donation_effort
"#Earthquake (#sismo) possibly felt 2 min ago in Estado De Mexico, #Mexico. Felt it? See https://t.co/wPtMW5ND1t https://t.co/iEtAXjtnAN",20_9_2017,other_relevant_information
Rescue crews in Mexico City are still trying to reach survivors of yesterday's earthquake #KIISnews @Brooklyn_Ross https://t.co/2u0YvX5hyJ,20_9_2017,rescue_volunteering_or_donation_effort
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort
the earthquake in mexico is devastating @topos is saving many lives right now visit topos.mx and share this link https://t.co/izmUmA7AyZ,20_9_2017,rescue_volunteering_or_donation_effort
.@SalmaHayek launches a fundraising campaign for Mexico earthquake victims https://t.co/wA6fhsr7jQ https://t.co/SVbw47Lnxy,20_9_2017,rescue_volunteering_or_donation_effort
RT @karen_ramirez98: praying for my family &amp; the beautiful cities of mexico affected by the earthquake á½¤1á½‰4 https://t.co/sa2r4YKTSZ,20_9_2017,not_humanitarian
Christian agency worker horror at Mexico earthquake - https://t.co/PgIYn5Ja8T A World Vision worker in Mexic... https://t.co/sCJXjsmauq,20_9_2017,other_relevant_information
"7.1 Mw #earthquake near Rabosco, #Mexico; #GCCapitalIdeas cat report #reinsurance https://t.co/nyCy8KoKvh https://t.co/mvQuQXybR6",20_9_2017,not_humanitarian
RT @Eloisa_Amezcua: easy steps to donate &amp; help in Mexico's earthquake relief: https://t.co/6cagEm779g,20_9_2017,rescue_volunteering_or_donation_effort
"In Mexico City, rich and poor had little in common. Until the earthquake hit. https://t.co/u7pXnYdIL0 https://t.co/xTT7efnMBm",20_9_2017,other_relevant_information
Mexico needs earthquake assistance. Can Trump let go of his grudge for a minute? https://t.co/jdPHsUNV2B https://t.co/Cb5Wpc5G3k,20_9_2017,other_relevant_information
A minute of silence for an earthquake in Mexico https://t.co/mDc1Jzegi8,20_9_2017,not_humanitarian
"Shawn Mendes, Ricky Martin Cancel Concerts Following Mexico City Earthquake https://t.co/ZwWq7KlWEK Embalajedigital https://t.co/LC2yQ0tGvQ",20_9_2017,other_relevant_information
South Bay Latino community devastated by Mexico earthquake destruction https://t.co/HmhCZNoOk8 #sanfrancisco https://t.co/Q72Z8mTr97,20_9_2017,infrastructure_and_utility_damage
RT @dont_growup: Rescue Lab Frida helping victims of Mexico's earthquake. â¤ï¸ https://t.co/nQIDppTInH,20_9_2017,rescue_volunteering_or_donation_effort
Powerful wide ranging earthquake kills at least 200 in Mexico; thousands flee in panic https://t.co/6LLatb0w31 https://t.co/v7x1trOYOA,20_9_2017,injured_or_dead_people
The number to call to check on family impacted by earthquake in Mexico - https://t.co/ieYo9Qm0lK #KPRC2 https://t.co/Fm8V6gn9o3,20_9_2017,other_relevant_information
Could an earthquake in Mexico trigger one in California? https://t.co/6j57Lxabkm via @taketwo https://t.co/e0oDyPzGt1,20_9_2017,other_relevant_information
RT @RockCheetah: #news Mexico Volcano Erupts Following Earthquake https://t.co/lVk3KQ5htO https://t.co/wZZ82cr95G,20_9_2017,other_relevant_information
Over 20 children found dead during post earthquake rescue at Mexico City school https://t.co/BL4F5jizxu https://t.co/MlggqnvPe4,20_9_2017,injured_or_dead_people
Experts in Vancouver look to Mexico for earthquake lessons. @nafeesakarim has details. https://t.co/l8BzPo4AzJ https://t.co/CGiYYMCZck,20_9_2017,not_humanitarian
Mexico Earthquake: What travelers need to know https://t.co/90m1LuUS4D #WednesdayWisdom https://t.co/2TNDCsCvLt,20_9_2017,other_relevant_information
Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah,20_9_2017,not_humanitarian
Dear @TheFashionLaw @ZerboJulie please share if you want to help Mexico's earthquake victims. https://t.co/EOUtZXjXah,20_9_2017,not_humanitarian
Mexico earthquake: officials report successful rescue at Mexico City school â€“Â live https://t.co/IyvaWyJ51b https://t.co/ioB1ckMBqS,20_9_2017,rescue_volunteering_or_donation_effort
Mexico earthquake hits close to home for many Floridians https://t.co/zqgUANqFhG https://t.co/jJJN2BhiMx,20_9_2017,other_relevant_information
Skype makes calls free to affected regions of Mexico after deadly earthquake https://t.co/HBilbW4dLj https://t.co/IAPse6jvJM,20_9_2017,not_humanitarian
COMING UP AT 6: The latest on the deadly earthquake in #Mexico. At least 225 lost their lives. https://t.co/MtdnPrYEsz,20_9_2017,injured_or_dead_people
Trump offered condolences and assistance to Mexico after devastating earthquake https://t.co/oabUkh8dYU https://t.co/e0h032mQVF,20_9_2017,other_relevant_information
It was a privilege to interview #Philly's consul for #Mexico about how to help #earthquake victims. @phillydotcom https://t.co/5jUKdaoeGw,20_9_2017,not_humanitarian
Source Of Deadly Mexico City Earthquake Discovered / Crazed Leftist Blame Trump - https://t.co/li1yNm2HJh https://t.co/EjqA6HQC3Q,20_9_2017,other_relevant_information
"In Aftermath of Devastating Earthquake, Mexico City Celebrates A Dog - https://t.co/pIUudzGOsc #dog https://t.co/CYG3fIKEP1",20_9_2017,other_relevant_information
Mexico earthquake: Why buildings are suddenly collapsing https://t.co/VdmmcljiUa https://t.co/ItZVGDcWNe,20_9_2017,infrastructure_and_utility_damage
Matches of the Cup of Mexico are postponed because of a powerful earthquake https://t.co/tuJwCD1XF4 https://t.co/4CxvBcEf3U,20_9_2017,not_humanitarian
RT @theipaper: Mexico earthquake: Children trapped in school WhatsApp parents https://t.co/jXBYE0DgYE https://t.co/LjSBAbHQbe,20_9_2017,affected_individuals
Please continue to pray for Mexico and contribute to the relief efforts. á½¤Fâ¤ï¸ https://t.co/bjMuaIkqL9 https://t.co/LRZbSg0RvQ,20_9_2017,not_humanitarian
All my family is there: Boston restaurateur relieved after Mexico earthquake https://t.co/KGvn2f7j1E https://t.co/0BvCmaxfPx,20_9_2017,other_relevant_information
Desperate search for survivors after powerful earthquake in Mexico https://t.co/1dmllMYfIC https://t.co/aAgqMl5dL2,20_9_2017,rescue_volunteering_or_donation_effort
"Mexico: Strong earthquake topples buildings, killing scoresA strong earthquake has struck central Mexico, killing.. https://t.co/Ox4PRGTYeu",20_9_2017,infrastructure_and_utility_damage
Widespread Devastation as New Earthquake Rocks Central Mexico https://t.co/ELSpzWNinR https://t.co/rU4GMtEZbD,20_9_2017,infrastructure_and_utility_damage
joz - WATCH: The human tragedy of Mexico's 1985 earthquake https://t.co/Z9Y8uWoZFh #gandhos https://t.co/D6ltyKMXFG,20_9_2017,other_relevant_information
Mexico suffers volcano eruption same day as deadly quake https://t.co/f5xt0mSmu2 https://t.co/kb1tGGtvDg,20_9_2017,other_relevant_information
Photos: Mexicans show the world how to work together when an earthquake hits https://t.co/pS42cR9NwQ #USRC https://t.co/FGIvNxOMz2,20_9_2017,other_relevant_information
Salma Hayek Donates $100K to Mexico's Earthquake Victims and Implores Fans to Help https://t.co/HAZRw7MLKb,20_9_2017,rescue_volunteering_or_donation_effort
"A massive #earthquake struck #Mexico yesterday. If you're interested to help, please contact me. https://t.co/KcWzZa2Xmc",20_9_2017,rescue_volunteering_or_donation_effort
People in Central Mexico face earthquake's grim aftermath https://t.co/nndABXQtFo https://t.co/TLxNHIUlku,20_9_2017,affected_individuals
Mexico Quake: Moment Buildings Collapse Caught On Camera https://t.co/3mSJvXkNzE https://t.co/iATjy5ZJzx,20_9_2017,infrastructure_and_utility_damage
"There was an earthquake at my home town. So freaking crazy. My prayers goes out to Puebla, Mexico. á½¤Fá¼¿B https://t.co/mmgdvev6tr",20_9_2017,not_humanitarian
RT @RyanMaue: BeyoncÃ©'s list of climate change disasters seem to include the Mexico 8.1 Earthquake. https://t.co/LrAEZNIt7L,20_9_2017,other_relevant_information
"Prayers to all affected by Irma, Maria and the Mexico earthquake! Mother Nature seems pissed off at us all! https://t.co/0sfH9GIoRo",20_9_2017,not_humanitarian
#AyudaCDMX #FuerzaMexico #Mexicanosfuertes #ToposMx If you want to help Mexico's earthquake victims. https://t.co/Jwoc4xwD4U,20_9_2017,rescue_volunteering_or_donation_effort
Facebook donates $1 million to aid victims of Mexico earthquake https://t.co/21pC9u3PB1,20_9_2017,rescue_volunteering_or_donation_effort
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people
Mexicoâ€™s â€˜Molesâ€™ Dig Out Earthquake Victims https://t.co/iUAELKV4bW https://t.co/ThmzHoJF3d,20_9_2017,injured_or_dead_people
Mexico earthquake kills five at one of the country's top universities #sismo https://t.co/JiEWqwWGXu,20_9_2017,injured_or_dead_people
Earthquake shakes Mexico City: Here is what you need to know and how to help https://t.co/GccUvBnsWM https://t.co/iZo0RYOnQJ,20_9_2017,other_relevant_information
Mexicans dig through collapsed buildings as quake kills 225 - https://t.co/ny2WAJ5Sl2 https://t.co/iJ5F7SsOVZ,20_9_2017,infrastructure_and_utility_damage
"RT @Amandahoneyland: 10 days later, new massive #earthquake in #Mexico. Is the Big OneÂ next? https://t.co/cdowJdb28z https://t.co/AzgOC0MUug",20_9_2017,other_relevant_information
Map of #2017PueblaMexicoEarthquake https://t.co/aQaxyH0eGh https://t.co/QG6WVPzKZe,20_9_2017,not_humanitarian
"Walmart Foundation Announces $565,000 towards Mexico Earthquake Relief and Recovery https://t.co/iNYWDHdolW https://t.co/OCLUdPW5le",20_9_2017,rescue_volunteering_or_donation_effort
Investigations on image search on Mexico earthquake=have Ss debating over a caption lies or not? @JamesGrievePS https://t.co/6vfjuxL8nr,20_9_2017,not_humanitarian
"ChicagoBill Hears: Donald Trump Calls Mexico, Offers Assistance After 7.1 Earthquake https://t.co/zv7DdCC1s4 https://t.co/XuMImbeQ53",20_9_2017,other_relevant_information
Inside the Inspiring Citizen Response to Mexico's Earthquake https://t.co/EAEsMN48Ei https://t.co/UwhTw5mkft,20_9_2017,other_relevant_information
LDS church issues statement after earthquake hits Mexico https://t.co/Msm7lCZh7i https://t.co/EhvmeYB27P,20_9_2017,other_relevant_information
MLB mascot recounts terror of living through Mexico City earthquake https://t.co/qt8jEIoJbY https://t.co/u3184z12G7,20_9_2017,other_relevant_information
Mexico's earthquake at street level: What one man saw https://t.co/hIuK181cWv https://t.co/sZ7rpZ58VF,20_9_2017,other_relevant_information
Unconsolidated soil partly to blame for Mexico City earthquake https://t.co/6KVmNAFVgo #KSATnews https://t.co/7GbxB7tl5V,20_9_2017,other_relevant_information
RT @TheTicoTimes: Costa Rica stands at the ready to help Mexico however it can. https://t.co/8JzMm9WWZZ https://t.co/QfYRFvXjF7,20_9_2017,rescue_volunteering_or_donation_effort
Mexico earthquake picked up by University of Iowa seismometer @KWWL https://t.co/SXYQyOVck5 https://t.co/51kFy89gDc,20_9_2017,other_relevant_information
Thousands Of Injuries Overwhelm Mexico City's Hospitals After Devastating Earthquake https://t.co/onwZTJtOsB https://t.co/Hn4RiEpNbE,20_9_2017,injured_or_dead_people
#Mexico #Earthquake: Little #Boy #Describes #Horrifying #Esca... - https://t.co/p5uDvtbis1 - #News https://t.co/UvFmjxiWZ0,20_9_2017,other_relevant_information
#PROJECTCURE sending medical supplies for Mexico #earthquake assistance. https://t.co/axM1ydtFDK,20_9_2017,rescue_volunteering_or_donation_effort
"Yesterday, Mexico was hit by a powerful earthquake https://t.co/5BEVBmSpKY",20_9_2017,other_relevant_information
Weekend soccer games called off after MexicoÂ earthquake https://t.co/iNnAvl6UFo https://t.co/4CBNJfJdDd,20_9_2017,other_relevant_information
"This is ""Frida"", she has saved 52 people so far in Mexico's Earthquake https://t.co/hX93LPtsNQ",20_9_2017,rescue_volunteering_or_donation_effort
#FoxAlgeria Earthquake puts weekend Mexican soccer schedule in doubt https://t.co/KcBgZUAe1U #Algeria #Ø§Ù„Ø¬Ø²Ø§Ø¦Ø± https://t.co/IKZ1HAwJgo,20_9_2017,not_humanitarian
@Louis_Tomlinson which is your opinion about the earthquake in Mexico? https://t.co/fW0gPYhfLX,20_9_2017,other_relevant_information
@Louis_Tomlinson which is your opinion about the earthquake in Mexico? https://t.co/fW0gPYhfLX,20_9_2017,other_relevant_information
New post (Massive earthquake rocks Mexico City) has been published on Amashopping - https://t.co/KsCk3qrETK https://t.co/QeXLu4SX15,20_9_2017,other_relevant_information
Help is still needed after the first #MexicoEarthquake please share with others https://t.co/6vF83nJm76 https://t.co/x58ezzwnxe,20_9_2017,rescue_volunteering_or_donation_effort
Mexico Earthquake A Prelude To Rapture https://t.co/43LcQMvTmo ... https://t.co/wntKefoXk2,20_9_2017,not_humanitarian
The #MexicoEarthquake is not behind us we can still help by sharing! https://t.co/6vF83o0WYE https://t.co/x5NFGq73nu,21_9_2017,rescue_volunteering_or_donation_effort
Taiwan offers help to Mexico after deadly earthquake strikes the country | Taiwan News https://t.co/2LI19ivvtM https://t.co/gGJX7ooHgv,21_9_2017,rescue_volunteering_or_donation_effort
2 hurricanes Lightning in L.A. Earthquake in Mexico https://t.co/7BupXDCf8d,21_9_2017,other_relevant_information
I think your retweets can help #MexicoEarthquake victims find the aid they need! https://t.co/6vF83o0WYE https://t.co/dmQUNmdRzq,21_9_2017,other_relevant_information
He is a survivor from Mexico's Earthquake. And a Muse's fan. @muse @MattBellamy @Dominic_Howard @CTWolstenholme https://t.co/SLNZBdFd9k,21_9_2017,not_humanitarian
#earthquake: Mexico Earthquake: Interview with eyewitness Kenan Onat https://t.co/tDbOoKpDvo https://t.co/k9bbMA7jyG,21_9_2017,not_humanitarian
https://t.co/StSGDHlTJE Crews search for trapped girl after quake https://t.co/2IWECvEBxl via @mrslac2017 https://t.co/7PTmO7YiSW,21_9_2017,rescue_volunteering_or_donation_effort
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage
"Battered, Not Broken: Pictures of Mexico After the Quake https://t.co/JbEPjOt8zg https://t.co/cnSJ9L88tU",21_9_2017,infrastructure_and_utility_damage
"[Author: jason-duaine-hahn] https://t.co/xuTAuZJW2F Mexico was hit by a devastating 7.1 earthquake on Tuesday, ... https://t.co/NQWnECYZq1",21_9_2017,other_relevant_information
OzarksFirst (KOLR): Springfield Woman's Family Survives Mexico Earthquake https://t.co/ex85CLDaVg https://t.co/nbjGzEahp0,21_9_2017,affected_individuals
Mass. Residents Open Their Hearts And Wallets To Earthquake-Hit Mexico https://t.co/04Hev2Y5a5 #boston https://t.co/Ajlg1SNtBG,21_9_2017,rescue_volunteering_or_donation_effort
Preparing for B.C.'s 'big one': What Mexicoâ€™s earthquake is telling experts https://t.co/RFDvcjGFga https://t.co/tEz8vfmv2a,21_9_2017,other_relevant_information
"Salma Hayek pledges $100,000 to earthquake relief in Mexico https://t.co/DsHYcbVXSU https://t.co/XR8MoinAGt",21_9_2017,rescue_volunteering_or_donation_effort
Mexico Hit By Second Devastating Earthquake as Puerto Rico Prepares for Category 5 Killerâ€¦ https://t.co/1XT6QfsuEF https://t.co/MlfnB1GbfV,21_9_2017,other_relevant_information
RT @CheetahNews: Updates From Mexico'sâ€‹ Magnitude 7.1 Earthquake. https://t.co/B3afdGoozL https://t.co/lF6bKflbuK,21_9_2017,other_relevant_information
People seek tents for temporary housing and breathing mask after #mexicoearthquake https://t.co/6vF83o0WYE https://t.co/wkbWibW66M,21_9_2017,affected_individuals
Boy recalls escape from Mexico City school after earthquake https://t.co/gSwXGt9sVA https://t.co/z4SWT3ldS8,21_9_2017,other_relevant_information
Don't stop tweeting about #MexicoEarthquake you are keeping their hopes alive. https://t.co/6vF83o0WYE https://t.co/IWip3jefQC,21_9_2017,other_relevant_information
Survivors of Mexico City's earthquake land in Las Vegas with stories of horror and heroics https://t.co/15labc7Qao https://t.co/cbcPxipksa,21_9_2017,other_relevant_information
RT @mattdpearce: @ronlin Stick around for the surreal photos from old L.A. quakes. https://t.co/dauUlKmKJV https://t.co/8eDuNnERwJ,21_9_2017,not_humanitarian
RT @mattdpearce: @ronlin Stick around for the surreal photos from old L.A. quakes. https://t.co/dauUlKmKJV https://t.co/8eDuNnERwJ,21_9_2017,other_relevant_information
S A F E B O Y E S ready to look for people after earthquake in Mexico. https://t.co/1MFA8V5yLK,21_9_2017,rescue_volunteering_or_donation_effort
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information
RT @emilygcallahan: Heart broken by the earthquake in Mexico. Sending up big prayers for Puebla &amp; Mexico Cityâ¤ https://t.co/G9SgJXlcTg,21_9_2017,other_relevant_information
This image always messed me up. https://t.co/8A6fhG9UlY https://t.co/4GrX8GIWik,21_9_2017,not_humanitarian
"Even into dark thousands of volunteers are out in droves, driven by a desire to help Mexico City earthquake victims https://t.co/nPJxVcZzKL",21_9_2017,rescue_volunteering_or_donation_effort
"In Passaic, an outpouring of concern after Mexico earthquake https://t.co/mcgF5vWdLJ https://t.co/M141LH5Sz0",21_9_2017,other_relevant_information
"#TheBuzz: Mexico Earthquake, Home Drone, UnderwaterÂ Drones https://t.co/FTU70WxxIg https://t.co/zESW6IuGcp",21_9_2017,other_relevant_information
All Indians safe in earthquake hit Mexico says SushmaÂ Swaraj https://t.co/sqPbU0n7uf https://t.co/LjvpTjnZzr,21_9_2017,other_relevant_information
Mexico earthquake: A rush to save lives amid 'new national emergency' - CNN https://t.co/XFnPaczDGP https://t.co/UZ78xvDMe2,21_9_2017,other_relevant_information
Denver woman describes Mexico City earthquake https://t.co/cZkcRBZcmA https://t.co/KZXsIq8mfk,21_9_2017,affected_individuals
@lexi4prez Could you please help us raise awareness of the earthquake in Mexico? We still need LOTS of help á½¤Fá¼¿Cá¼Ÿ2á¼ŸD https://t.co/NcXq1hYReE,21_9_2017,rescue_volunteering_or_donation_effort
9/19/17 UFO Mexico News EarthquakeÂ Bizarre https://t.co/6xZeRVQZbc https://t.co/ecCPzKcAUL,21_9_2017,other_relevant_information
Rescue dogs ready to help after the earthquake in Mexico City https://t.co/1vAb4Xrkd6 #animals #aww #dogs #cats https://t.co/uMGDnM368e,21_9_2017,rescue_volunteering_or_donation_effort
China sends condolences to #Mexico following #earthquake. https://t.co/JZG7PEzSkq https://t.co/9siAKVmB60,21_9_2017,other_relevant_information
Survivors of the deadly earthquake in Central Mexico travel to the Valley. https://t.co/72P36vyEN7 #rgv https://t.co/UxWEu7L3KM,21_9_2017,affected_individuals
Mexico earthquake: Family mourns 11 dead after church falls at baptism https://t.co/V7RhlHr8NU https://t.co/kWGi8UCToO,21_9_2017,injured_or_dead_people
"Newsflash: Hurricane Maria Makes Landfall, 7.1 Magnitude Earthquake in Mexico City https://t.co/1VtfOmNvAo https://t.co/kDbt3i7dd5",21_9_2017,other_relevant_information
"As buildings collapsed in Mexico's capital, a Corpus Christi man took shelter five floors up https://t.co/fqCsJvt4N9 https://t.co/wYMM0KsLtA",21_9_2017,not_humanitarian
"U.S. carriers offer free calls, texts and data after Hurricane Maria and Mexicoâ€¦ https://t.co/uPb9N9o4L2 https://t.co/zNraoct3Br",21_9_2017,rescue_volunteering_or_donation_effort
Report: Powerful Earthquake Kills Hundreds In Central Mexico https://t.co/QPdDaDALTM https://t.co/5XENXwCuvT,21_9_2017,injured_or_dead_people
RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz,21_9_2017,not_humanitarian
RT @SirZaw3: Sky chain too bright in Mexico before giant earthquake Today. https://t.co/Y22j2gtJIz,21_9_2017,not_humanitarian
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information
@Univision moved all their main anchors to Mexico City #Earthquake https://t.co/SqAOCAL55W,21_9_2017,other_relevant_information
Mexico earthquake: 230 confirmed dead as rescue efforts continue â€“ https://t.co/Xq6dp97OpY https://t.co/M0R7c40kJK,21_9_2017,injured_or_dead_people
"Death toll in Mexico's earthquake rises, rescue attempts continue https://t.co/nqNDCLV53K #hawaii https://t.co/L0G43cyOjp",21_9_2017,injured_or_dead_people
RT @KiabethMi: Soribada : Monsta X mentioned the earthquake in Mexicoá½¢Dá½‰5 #MONSTA_X #MONBEBE #PrayForMexico á¼Ÿ2á¼ŸDá½‰5 https://t.co/8NT7rOahmg,21_9_2017,not_humanitarian
RT @KiabethMi: Soribada : Monsta X mentioned the earthquake in Mexicoá½¢Dá½‰5 #MONSTA_X #MONBEBE #PrayForMexico á¼Ÿ2á¼ŸDá½‰5 https://t.co/8NT7rOahmg,21_9_2017,not_humanitarian
RT @KiabethMi: Soribada : Monsta X mentioned the earthquake in Mexicoá½¢Dá½‰5 #MONSTA_X #MONBEBE #PrayForMexico á¼Ÿ2á¼ŸDá½‰5 https://t.co/8NT7rOahmg,21_9_2017,not_humanitarian
Salma Hayek Donates 100K to Aid Mexico Earthquake Victims (via #InStyle) #celebrity #entertainment #lifestyle https://t.co/KHaIVtktaI,21_9_2017,rescue_volunteering_or_donation_effort
"World para swimming, powerlifting events postponed after MexicoÂ earthquake https://t.co/bBb48duraI https://t.co/wbxOneFx5A",21_9_2017,other_relevant_information
RARadio Israel sends aid to Mexico after devastating earthquake claims 248 lives https://t.co/10zpyKQiYT https://t.co/1V4iGc19gv,21_9_2017,rescue_volunteering_or_donation_effort
Microsoft helps families of earthquake victims with free Skype calls to Mexico https://t.co/dwKFlw6ysn #BetaNews https://t.co/npjKrTseeM,21_9_2017,rescue_volunteering_or_donation_effort
It makes me ache: Milwaukee man collects supplies for earthquake-ravaged Mexico City: https://t.co/1lx7ySRAC1 https://t.co/u39GgF2WLs,21_9_2017,rescue_volunteering_or_donation_effort
LDS Church confirms Mexico missionaries are safe following earthquake https://t.co/8lrXktRLm5 https://t.co/RTkisXXwHf,21_9_2017,other_relevant_information
AZCENTRAL: Mexico earthquake victims need your prayers - and your help #cybersecurity https://t.co/2kXFWCM3Oi https://t.co/Dh8yT2yK61,21_9_2017,rescue_volunteering_or_donation_effort
"Rich, poor band together after earthquake in Mexico CityÂ â€¦ https://t.co/nqGIsS3bKu https://t.co/0OrhF6YUYY",21_9_2017,other_relevant_information
Share now share often don't let the #MexicoEarthquake victims be forgotten https://t.co/6vF83o0WYE https://t.co/xr5XTDH7HW,21_9_2017,rescue_volunteering_or_donation_effort
Mexico Earthquake: 2 Cathedrals Sustain Damage https://t.co/e4YWqejFS5 https://t.co/zh5KyBbEVX,21_9_2017,infrastructure_and_utility_damage
Working on a story about a valley doctor getting ready help earthquake victims in Mexico City. His story at 10 @krgv https://t.co/yhYxgHUuPS,21_9_2017,not_humanitarian
Man from KC in Mexico City captured these photos of devastation following yesterday's earthquake. 200+ dead https://t.co/vp6nQicNCj,21_9_2017,injured_or_dead_people
Man from KC in Mexico City captured these photos of devastation following yesterday's earthquake. 200+ dead https://t.co/vp6nQicNCj,21_9_2017,injured_or_dead_people
Mexico earthquake causes anxiety on Central Coast https://t.co/ZOPfR5Wr0x https://t.co/Ajrhn4xefB,21_9_2017,other_relevant_information
"Meet frida, helping by looking for trapped people after the earthquake in Mexico. #AyudaMexico #FuerzaMexco https://t.co/3AqNsYmssH",21_9_2017,rescue_volunteering_or_donation_effort
"Meet frida, helping by looking for trapped people after the earthquake in Mexico. #AyudaMexico #FuerzaMexco https://t.co/3AqNsYmssH",21_9_2017,rescue_volunteering_or_donation_effort
"Meet frida, helping by looking for trapped people after the earthquake in Mexico. #AyudaMexico #FuerzaMexco https://t.co/3AqNsYmssH",21_9_2017,rescue_volunteering_or_donation_effort
@Andiluv Getting stronger from a massive earthquake here in Mexico https://t.co/zwc5EcRnVY,21_9_2017,other_relevant_information
The #LAGalaxy donned black armbands during #ATLvLA to honor those lost in Mexico's tragic Earthquake. #FuerzaMexico https://t.co/5BHt5QFTAe,21_9_2017,not_humanitarian
The #LAGalaxy donned black armbands during #ATLvLA to honor those lost in Mexico's tragic Earthquake. #FuerzaMexico https://t.co/5BHt5QFTAe,21_9_2017,not_humanitarian
The #LAGalaxy donned black armbands during #ATLvLA to honor those lost in Mexico's tragic Earthquake. #FuerzaMexico https://t.co/5BHt5QFTAe,21_9_2017,not_humanitarian
Sending love and strength to our sister studios and everyone affected by the earthquake in Mexico â¤ï¸ https://t.co/Lwaco4ot9L,21_9_2017,not_humanitarian
RT @raulalbertoUSA: I pray to all Mexico friends in this Earthquake September 19 2017 https://t.co/pMSibt8guf,21_9_2017,not_humanitarian
7.1 magnitude earthquake kills 226 including 20 children in Mexico https://t.co/qhCXobzP5b ^MG https://t.co/MuCfLOQ7Nc,21_9_2017,injured_or_dead_people
Anchorage woman with close ties to latest Mexico City earthquake - https://t.co/LPb9BHJdGu https://t.co/PVN1LDcYLO,21_9_2017,vehicle_damage
