text,date,processed_text
Hey  take a post for  they need help! 🇹🇷,2023-02-10 10:07:25+00:00,hey take post for they need help 
"The post made in 2020 by Turkish citizen named Şeyma, who is reported that have died under the rubble in the earthquake in      ",2023-02-10 10:07:33+00:00,the post made in by turkish citizen named şeyma who is reported that have died under the rubble in the earthquake in 
 ( M4.0 strikes 17 km SW of  ( 6 min ago. More info: ,2023-02-10 10:07:38+00:00, strikes km sw of min ago more info 
Thank God !! Huda !! halil!! ,2023-02-10 10:08:43+00:00,thank god huda halil 
"Hey  , posting a tweet right now is more important than the amount you donate. So we can raise the support and help by getting more people to donate!. ",2023-02-10 10:08:43+00:00,hey posting tweet right now is more important than the amount you donate so we can raise the support and help by getting more people to donate 
Thank you for your effort  ,2023-02-10 10:08:43+00:00,thank you for your effort 
"Minted these 2 pieces  for helping  victimsEvery help, also the smallest, is useful 0.006 each one 👇🔗 ",2023-02-10 10:09:14+00:00,minted these pieces for helping victimsevery help also the smallest is useful each one 
🔔 ( M4.0 occurred 17 km SW of  ( 8 min ago (local time 13:01:21). More info at:📱🌐🖥 ,2023-02-10 10:09:25+00:00, occurred km sw of min ago local time smile more info at 
A seven-year-old child has been found alive 81 hours after an  hit     ,2023-02-10 10:09:53+00:00, seven year old child has been found alive hours after an hit 
Germany rescue team calmed zeynep lady by speaking Turkish           ,2023-02-10 10:09:57+00:00,germany rescue team calmed zeynep lady by speaking turkish 
O God Pray for turkey 🇹🇷😥😥😥       ,2023-02-10 10:10:16+00:00, god pray for turkey 
 ( M2.9 strikes 17 km W of  ( 7 min ago. More info: ,2023-02-10 10:10:23+00:00, strikes km of min ago more info 
The second team of  Rescue Volunteers Federation has arrived in  for international rescue work.    📷 dy134699767 ,2023-02-10 10:10:39+00:00,the second team of rescue volunteers federation has arrived in for international rescue work dy 
"📸 Rescue teams continue to work in shifts in the earthquake zone. The teams resting by the fire are trying to sleep, albeit for a short time.🙏🏻  ",2023-02-10 10:10:58+00:00, rescue teams continue to work in shifts in the earthquake zone the teams resting by the fire are trying to sleep albeit for short time 
"JUST IN &gt; A woman is freed from the rubble of a house in after 103 hours.Rescue team from ISAR Germany, ISAR Turkey and BRH had worked their way through the rubble to the woman in over 50 hours.      ",2023-02-10 10:11:13+00:00,just in gt woman is freed from the rubble of house in after hours rescue team from isar germany isar turkey and brh had worked their way through the rubble to the woman in over hours 
" Turkey has declared a fourth level alert state. The ""level 4""alarm condition includes an international call for help. For those of you around the world reading this message... Our people who were under the rubble of the earthquake in my country need your help to be saved.",2023-02-10 10:11:15+00:00, turkey has declared fourth level alert state the level alarm condition includes an international call for help for those of you around the world reading this message our people who were under the rubble of the earthquake in my country need your help to be saved 
"UPDATESDeath toll from  has passed 21,500+.. At least 18,342+ ppl have been killed in  7,000+ buildings collapsed while 3,377 people have died in Syria.World Bank has promised $1.78 bn to Turkey in relief and recovery assistance. ",2023-02-10 10:11:42+00:00,updatesdeath toll from has passed at least ppl have been killed in buildings collapsed while people have died in syria world bank has promised bn to turkey in relief and recovery assistance 
     ‼️PLEASE SPREAD THE WORD‼️‼️PLEASE SPREAD THE WORD‼️‼️PLEASE SPREAD THE WORD‼️  ,2023-02-10 10:12:29+00:00, please spread the word please spread the word please spread the word 
PLEASE SPREAD THE WORLD !!!—  🙏 Thank you very much for your help🙏🤍 ,2023-02-10 10:12:59+00:00,please spread the world thank you very much for your help 
PLEASE SPREAD THE WORLD !!!—  🙏🤍▪︎ KeremBürsin,2023-02-10 10:13:00+00:00,please spread the world kerembürsin
      with  ,2023-02-10 10:13:01+00:00, with 
The 16 Jiangxi members of the Blue Sky Rescue to Turkey are all with rich experience in earthquake rescue. They are mainly responsible for demolition and other work in this rescue.        ,2023-02-10 10:13:09+00:00,the jiangxi members of the blue sky rescue to turkey are all with rich experience in earthquake rescue they are mainly responsible for demolition and other work in this rescue 
Don 't forget about  ! The  people need help too ! 🇸🇾 $1 will save someone's lifeDonate:              ,2023-02-10 10:13:15+00:00,don forget about the people need help too will save someone lifedonate 
Taawun Trust is raising funds for essential needs of affected people. Plz join hands with Taawun Trust &amp; donate in grief time. Donate at:               ,2023-02-10 10:13:26+00:00,taawun trust is raising funds for essential needs of affected people plz join hands with taawun trust amp donate in grief time donate at 
🔴Kurdistan Workers' Party ( commander  declared an unprecedented armistice due to the recent earthquake in  and urged solidarity between  and Turks. |  |  ,2023-02-10 10:13:47+00:00, kurdistan workers party commander declared an unprecedented armistice due to the recent earthquake in and urged solidarity between and turks 
Thank you so much for your support from the very beginning of the situation. 🙏🇹🇷 ,2023-02-10 10:14:03+00:00,thank you so much for your support from the very beginning of the situation 
Turkey's devastating earthquake Full report at 10:30 pm IST on  with  LIVE TV:   ,2023-02-10 10:15:00+00:00,turkey devastating earthquake full report at pm ist on with live tv 
HOW TO HELP TURKEY?DONATE TO AHBAP OR AFAD:       ,2023-02-10 10:15:48+00:00,how to help turkey donate to ahbap or afad 
 Pray for the rescue teams from all over the world that have come to help Turkiye and Syria they are witnessing firsthand the tragedy and feeling the pain and suffering that surrounds them 🙏🏼😢❤️‍🩹,2023-02-10 10:15:53+00:00, pray for the rescue teams from all over the world that have come to help turkiye and syria they are witnessing firsthand the tragedy and feeling the pain and suffering that surrounds them 
This tells everything 🙏🥺😔      ,2023-02-10 10:16:27+00:00,this tells everything 
Blessed are the good-hearted!!,2023-02-10 10:16:36+00:00,blessed are the good hearted 
"“May God grant you success by the side of the grave so that you may not dig the grave.” He refuses to believe that his two daughters are gone, so he asked to warm them up before they buried them in the grave.  ",2023-02-10 10:16:55+00:00, may god grant you success by the side of the grave so that you may not dig the grave he refuses to believe that his two daughters are gone so he asked to warm them up before they buried them in the grave 
"For people in Delhi, Mumbai, Hyderabad, Bangalore &amp; Chennai who are willing to send in-kind assistance to people in earthquake hit areas of Turkey  &amp;  have details &amp; announcements regarding donations accross India ",2023-02-10 10:17:58+00:00,for people in delhi mumbai hyderabad bangalore amp chennai who are willing to send in kind assistance to people in earthquake hit areas of turkey amp have details amp announcements regarding donations accross india 
"The death toll in the Turkey-Syria earthquake has risen to 21,000, nearly 23,000. The death toll surpasses the 1999 death toll.    ",2023-02-10 10:18:49+00:00,the death toll in the turkey syria earthquake has risen to nearly the death toll surpasses the death toll 
 ( M2.6 strikes 8 km NE of  ( 6 min ago. More info: ,2023-02-10 10:19:09+00:00, strikes km ne of min ago more info 
Pray for Turkey &amp; Syria 🤲         ,2023-02-10 10:20:45+00:00,pray for turkey amp syria 
HAARP weapon attack suspected after Turkey blocks NATO Expansion    ,2023-02-10 10:21:05+00:00,haarp weapon attack suspected after turkey blocks nato expansion 
"When one pictures says more than words. Such a loud and excruciatingly painful silence. From the bottom of my heart, thank you…Thank you! A million times THANK YOU!       ",2023-02-10 10:21:10+00:00,when one pictures says more than words such loud and excruciatingly painful silence from the bottom of my heart thank you thank you million times thank you 
"Solidarity efforts continue in   at the emergency spot formed by  serving food, water, clothing, aid materials, healthcare.  ",2023-02-10 10:21:36+00:00,solidarity efforts continue in at the emergency spot formed by serving food water clothing aid materials healthcare 
Malta's first batch sent to Turkey ❤️ ,2023-02-10 10:21:47+00:00,malta first batch sent to turkey 
On this beautiful day friday may Allah have mercy on our brothers and sisters ameen🤲 ,2023-02-10 10:22:06+00:00,on this beautiful day friday may allah have mercy on our brothers and sisters ameen 
Hatay …         ,2023-02-10 10:22:28+00:00,hatay 
Our PRRRT at the moment in the city of  🇵🇸✌🏾🇹🇷    ,2023-02-10 10:22:30+00:00,our prrt at the moment in the city of 
MoniSa Enterprise stands with all our friends in Turkey and Syria as they face this difficult time. It is a time when we all must stay strong and pray for those who have lost their loved ones.        ,2023-02-10 10:23:28+00:00,monisa enterprise stands with all our friends in turkey and syria as they face this difficult time it is time when we all must stay strong and pray for those who have lost their loved ones 
" I wonder how you, as the richest person in the world, will support the earthquake victims in Turkey. After all, you're still talking about going to Mars.  ",2023-02-10 10:23:35+00:00, wonder how you as the richest person in the world will support the earthquake victims in turkey after all you are still talking about going to mars 
So many hours - when they pull people out alive I cry - so emotional.        ,2023-02-10 10:23:41+00:00,so many hours when they pull people out alive cry so emotional 
 you can use  when searching for people. please . Thank you 🙏🙏🙏♥️🦋,2023-02-10 10:25:23+00:00, you can use when searching for people please thank you 
Deadly Turkey Quakes. Oo God please save Human.    ,2023-02-10 10:25:27+00:00,deadly turkey quakes oo god please save human 
"Always be happy and thanks ALLAH SWT, because you have everything.   ",2023-02-10 10:25:58+00:00,always be happy and thanks allah swt because you have everything 
A 20-day-old baby was pulled out of the rubble in  60 hours after the  between  and  ☺️He still had his mother's hair in his hand! 😥🙏Sometimes miracles happen!🙏   ,2023-02-10 10:26:24+00:00, day old baby was pulled out of the rubble in hours after the between and he still had his mother hair in his hand sometimes miracles happen 
"A woman rescued alive from the rubble in  on February 9, 2023 in  © Aziz Karimov     ",2023-02-10 10:26:42+00:00, woman rescued alive from the rubble in on february in aziz karimov 
A South  illustrator's paintings with a very deep meaning. These images warmed my heart so much...      ,2023-02-10 10:26:57+00:00, south illustrator paintings with very deep meaning these images warmed my heart so much 
🇲🇻  : Jumu’ah Khutubah prays to save the affected areas and soul of Türkiye and Syrian people who died in the disaster.         ,2023-02-10 10:27:14+00:00, jumu ah khutubah prays to save the affected areas and soul of türkiye and syrian people who died in the disaster 
"Friends, I am completely at zero, there are no funds for food, for the treatment of animals, for maintenance, for fuel...Please be active and help hundreds of animals live this month full and healthy 🙏     ",2023-02-10 10:27:21+00:00,friends am completely at zero there are no funds for food for the treatment of animals for maintenance for fuel please be active and help hundreds of animals live this month full and healthy 
  As you all know the vast disaster in Turkey many people lost their homes and many people lost thier lifes its very depressing to see hence our team decided to contribute to help Turkey ..,2023-02-10 10:27:37+00:00, as you all know the vast disaster in turkey many people lost their homes and many people lost thier lifes its very depressing to see hence our team decided to contribute to help turkey 
 Spread awareness on the recent 7.8M Turkiye-Syria earthquake  ,2023-02-10 10:27:43+00:00, spread awareness on the recent turkiye syria earthquake 
This is what one Pakistani said when asked what he thought of Indian aid in the recent earthquake in Turkey.   ,2023-02-10 10:28:23+00:00,this is what one pakistani said when asked what he thought of indian aid in the recent earthquake in turkey 
"My prayers for Turkish people, year ago i was there lovely people beautiful places, i still miss them... We had a fun with these youngsters. ",2023-02-10 10:28:41+00:00,my prayers for turkish people year ago was there lovely people beautiful places still miss them we had fun with these youngsters 
"We will provide 1 billion $ cash and 200 million $ in kind aid of the Qatari state, and 100 million $ in cash and $ 100 million in kind aid from our businessmen.  ",2023-02-10 10:28:41+00:00,we will provide billion cash and million in kind aid of the qatari state and million in cash and million in kind aid from our businessmen 
"Thank you! A thousand, a million times..THANK YOU!! Time is running..Sending you words of courage and strength to continue in the horrifics you face in this difficult rescue 🇪🇸      ",2023-02-10 10:29:11+00:00,thank you thousand million times thank you time is running sending you words of courage and strength to continue in the horrifics you face in this difficult rescue 
🚨🚨 Emergency 🚨🚨       ,2023-02-10 10:29:29+00:00, emergency 
 ( M2.8 strikes 12 km NW of  ( 5 min ago. More info: ,2023-02-10 10:29:41+00:00, strikes km nw of min ago more info 
Erdogan's advisor  thanks    ,2023-02-10 10:30:09+00:00,erdogan advisor thanks 
"Yes good idea.These houses were built for rich arabs,but no one bought it.and these ugly structures continue to occupy space.open to people affected by the earthquake at least",2023-02-10 10:30:14+00:00,yes good idea these houses were built for rich arabs but no one bought it and these ugly structures continue to occupy space open to people affected by the earthquake at least
"We lend you our eyes so that you can see better in these dark days.Strength and courage, Turkey 🇹🇷  🇪🇸  ",2023-02-10 10:31:22+00:00,we lend you our eyes so that you can see better in these dark days strength and courage turkey 
"Feeling so proud of turkish actors and actresses they are helping so much by uploading on their stories,posts. Literally even a person with 50 or 60 followers are on their's story 🌸🌸🫶🏻     ",2023-02-10 10:31:24+00:00,feeling so proud of turkish actors and actresses they are helping so much by uploading on their stories posts literally even person with or followers are on their story 
"‼️ ""Where is the state? Where are you? No one has come!"" a Turkish🇹🇷citizen from the rubble heartbreakingly reports   ",2023-02-10 10:31:33+00:00, where is the state where are you no one has come turkish citizen from the rubble heartbreakingly reports 
There were two earthquakes with 7.7 and 7.6 results in Turkey. The disaster after the earthquake. Get well soon Turkey😔😔  06.02.2023 Türkiye        ,2023-02-10 10:31:33+00:00,there were two earthquakes with and results in turkey the disaster after the earthquake get well soon turkey türkiye 
"""People are dying every second.""        'Turkey and Syria earthquake' by Ahmad Qaddura ",2023-02-10 10:31:54+00:00, people are dying every second turkey and syria earthquake by ahmad qaddura 
"- Do you want some water?+ No, I haven't been checked yet.     ",2023-02-10 10:32:33+00:00, do you want some water no haven been checked yet 
 ( M2.6 strikes 20 km SW of  ( 5 min ago. More info: ,2023-02-10 10:33:00+00:00, strikes km sw of min ago more info 
🔴Three Iranian cargo airplanes carrying relief shipments and rescue groups landed at Gazienteb and Adana airports this morning. 🇮🇷🇹🇷   ,2023-02-10 10:33:56+00:00, three iranian cargo airplanes carrying relief shipments and rescue groups landed at gazienteb and adana airports this morning 
"The building of the Chamber of Civil Engineers is standing in the most devastating earthquake in Turkey's history. A photograph to be used in textbooks.""Earthquake does not kill, building does""- A. Mete Işıkara  ",2023-02-10 10:34:13+00:00,the building of the chamber of civil engineers is standing in the most devastating earthquake in turkey history photograph to be used in textbooks earthquake does not kill building does mete işıkara 
Pakistan’s 3️⃣rd flight carrying rescue teams &amp; relief assistance for the brotherly people of  arrives in    ,2023-02-10 10:34:37+00:00,pakistan rd flight carrying rescue teams amp relief assistance for the brotherly people of arrives in 
"👁️👁️ company donated 3 million dollars, thank you.  We are waiting to hear from  we want to make sure that they will provide a very serious  assistance.    ",2023-02-10 10:34:37+00:00, company donated million dollars thank you we are waiting to hear from we want to make sure that they will provide very serious assistance 
"Since Monday morning, our life has been turned upside down from a phone call from a family member from under the rubble in Turkey, crying for help. We are so thankful she &amp; another were rescued. Unfortunately, 6 others were still missing &amp; were found  today dead  ",2023-02-10 10:35:01+00:00,since monday morning our life has been turned upside down from phone call from family member from under the rubble in turkey crying for help we are so thankful she amp another were rescued unfortunately others were still missing amp were found today dead 
Angels of the night  ,2023-02-10 10:35:04+00:00,angels of the night 
Donate today on this blessed day of Jummah.          ,2023-02-10 10:35:16+00:00,donate today on this blessed day of jummah 
"On Thursday, Thailand's PM Prayut Chan-O-Cha donated 5 million Baht as humanitarian aid to the quake-affected region. Image Credits: Bangkok Post     ",2023-02-10 10:35:34+00:00,on thursday thailand pm prayut chan cha donated million baht as humanitarian aid to the quake affected region image credits bangkok post 
 ( M3.5 strikes 39 km S of  ( 5 min ago. More info: ,2023-02-10 10:35:53+00:00, strikes km of min ago more info 
"New footage recorded from a   shows the moment of the second  in Elbistan,  in SE  which reached a magnitude of 7.6.  ",2023-02-10 10:37:00+00:00,new footage recorded from shows the moment of the second in elbistan in se which reached magnitude of 
⚠️ EARTHQUAKE REPORT ⚠️Official reports counting more than 1500+ aftershocks have been detected since the first 7.8 earthquake in     ,2023-02-10 10:37:12+00:00, earthquake report official reports counting more than aftershocks have been detected since the first earthquake in 
"  Our prayers are w all the victims &amp; their loved ones,may all find the peace,help &amp; comfort they need🙏🕊️🤍Please,spread info,help,support as u can on links available to help,any help is needed &amp; appreciated    ",2023-02-10 10:37:45+00:00, our prayers are all the victims amp their loved ones may all find the peace help amp comfort they need please spread info help support as can on links available to help any help is needed amp appreciated 
"Finally got to see my uncle and Aunty up in Turkey on video call.. dad was so relieved to finally have seen and spoken to his brother and sister, after everything. Hearing their story was heartbreaking but we are just thankful they made it out safely ",2023-02-10 10:38:00+00:00,finally got to see my uncle and aunty up in turkey on video call dad was so relieved to finally have seen and spoken to his brother and sister after everything hearing their story was heartbreaking but we are just thankful they made it out safely 
 ( M2.9 strikes 24 km SE of  ( 5 min ago. More info: ,2023-02-10 10:38:48+00:00, strikes km se of min ago more info 
GAZİANTEP ,2023-02-10 10:38:59+00:00,gazi antep 
Rescue operation underway in Turkey &amp; Syria by Baitussalam Welfare Trust       ,2023-02-10 10:39:19+00:00,rescue operation underway in turkey amp syria by baitussalam welfare trust 
Nicosia Bodies of 7 Cypriot students killed in the  that hit  have been returned home 💔 19 children died 2 dozen children aged 11/14 from the island along with 10 parents 4 teachers &amp; a volleyball coach      ,2023-02-10 10:39:23+00:00,nicosia bodies of cypriot students killed in the that hit have been returned home children died dozen children aged from the island along with parents teachers amp volleyball coach 
Drone footage from   province showed cars driving through  streets on Thursday (February 9) four days after a major quake hit the region.  ,2023-02-10 10:39:25+00:00,drone footage from province showed cars driving through streets on thursday february four days after major quake hit the region 
"Today, there were rumours circulating in  that the  govt was transporting volunteers to  to assist with the quake recovery work.The rumours caused large numbers of  to rush the airport in an effort to leave the country.  ",2023-02-10 10:39:55+00:00,today there were rumours circulating in that the govt was transporting volunteers to to assist with the quake recovery work the rumours caused large numbers of to rush the airport in an effort to leave the country 
     Urgent appeal ,2023-02-10 10:40:03+00:00, urgent appeal 
RIP to all those who have lost their lives in   My heart has been broken into pieces thinking about those survivors who are still under rubble. Please show your      ,2023-02-10 10:40:24+00:00,rip to all those who have lost their lives in my heart has been broken into pieces thinking about those survivors who are still under rubble please show your 
For international donations;  is strongly recommended. ,2023-02-10 10:40:44+00:00,for international donations is strongly recommended 
Chefs and assistants were sent from Imam Reza shrine / Iran to  to cook thousand foods for Syrian people who have been suffering from the   ,2023-02-10 10:40:49+00:00,chefs and assistants were sent from imam reza shrine iran to to cook thousand foods for syrian people who have been suffering from the 
Amin....       ,2023-02-10 10:40:51+00:00,amin 
 And please do not miss your prayers and help to Türkiye we need it so much these days! 🙏🏻❤ ,2023-02-10 10:41:11+00:00, and please do not miss your prayers and help to türkiye we need it so much these days 
Military  used to save lives by  after  👍🏻,2023-02-10 10:41:12+00:00,military used to save lives by after 
10/02/23 11am📌 21 000 people died in Turkey-Syria earthquakes📌  3 277 people died in Syria 📌 100 000 homeless in Syria 📌 1 500 aftershocks since Day 1             ,2023-02-10 10:41:28+00:00, am people died in turkey syria earthquakes people died in syria homeless in syria aftershocks since day 
"Life in the lab after the earthquake 🫠 Imagine an aftershock while I'm in the lab: *Breaking news*: Well we found her in the lab, what dedication looks like ✌️🙃       ",2023-02-10 10:41:34+00:00,life in the lab after the earthquake imagine an aftershock while in the lab breaking news well we found her in the lab what dedication looks like 
pray for turkey and syria       ,2023-02-10 10:41:41+00:00,pray for turkey and syria 
 before and after the deadly  😢       ,2023-02-10 10:41:57+00:00, before and after the deadly 
He's 20 days old and holds a strand of his mother's hair in his hand. Karam was rescued alive three days after the  in  !     ,2023-02-10 10:42:10+00:00,he days old and holds strand of his mother hair in his hand karam was rescued alive three days after the in 
"A talented person, worthy of admiration!Park Seo Joon donated 100 million won through the Korean Committee for UNICEF to provide aid for children affected by the recent Turkey-Syria earthquakes.        ",2023-02-10 10:42:13+00:00, talented person worthy of admiration park seo joon donated million won through the korean committee for unicef to provide aid for children affected by the recent turkey syria earthquakes 
"Solidarity save lives, Donate please        ",2023-02-10 10:43:17+00:00,solidarity save lives donate please 
 ( M2.8 strikes 24 km SE of  ( 9 min ago. More info: ,2023-02-10 10:44:18+00:00, strikes km se of min ago more info 
"Hello, good-hearted people, thanks to everyone who supports our country, we are very strong together. Let's not try to sow seeds of hate, we are brothers, war can never be a solution, we love you. 🇹🇷🙏🏻🇬🇷       ",2023-02-10 10:44:26+00:00,hello good hearted people thanks to everyone who supports our country we are very strong together let not try to sow seeds of hate we are brothers war can never be solution we love you 
Umut devam ediyor.Miracle🙏🏽.Six people were rescued after 102 hours of the  in        ,2023-02-10 10:44:30+00:00,umut devam ediyor miracle six people were rescued after hours of the in 
Great work Jonah!  is one of  amazing volunteer responders who will be deploying the weekend to the  zone. The charity needs all our support. Please donate if you can   ,2023-02-10 10:46:25+00:00,great work jonah is one of amazing volunteer responders who will be deploying the weekend to the zone the charity needs all our support please donate if you can 
❤️This baby girl is the only survivor of her family. Her mother gave birth to her and died under the ruins after the earthquake in the Syrian city of  She was named Aya by  hospital's personnel.        ,2023-02-10 10:46:32+00:00, this baby girl is the only survivor of her family her mother gave birth to her and died under the ruins after the earthquake in the syrian city of she was named aya by hospital personnel 
QUESTION- I have been asked by a local business if I knew of anyone or organisation collecting items such as blankets for the Turkey Relief Appeal. If you can comment or DM. They would like to become a collection point &amp; help.    ,2023-02-10 10:47:16+00:00,question have been asked by local business if knew of anyone or organisation collecting items such as blankets for the turkey relief appeal if you can comment or dm they would like to become collection point amp help 
"""Thank you to anyone who helps during the saddest days of our country.For international donations  is strongly recommended"" helping Ahbap Izmir      ",2023-02-10 10:47:28+00:00, thank you to anyone who helps during the saddest days of our country for international donations is strongly recommended helping ahbap izmir 
📌The words written on the aid sent to Turkey...       ,2023-02-10 10:47:32+00:00, the words written on the aid sent to turkey 
Turkey is facing the most devastating earthquake of the century. 🇹🇷Every donation you make is very important to us. You can donate crypto money via the tweet below.    ,2023-02-10 10:48:15+00:00,turkey is facing the most devastating earthquake of the century every donation you make is very important to us you can donate crypto money via the tweet below 
Today’s game is already available for subscribers. Sign up now and earn with us  WhatsApp +2348064513474. We are sure and guaranteed.          ,2023-02-10 10:48:32+00:00,today game is already available for subscribers sign up now and earn with us whatsapp we are sure and guaranteed 
"Although a ready rescue team by  was not accepted to go and help in  ,NGOs ,Municipalities and general public are gathering assistance to send to victims of  In natural disasters humanity must be first among neighbors",2023-02-10 10:48:41+00:00,although ready rescue team by was not accepted to go and help in ngos municipalities and general public are gathering assistance to send to victims of in natural disasters humanity must be first among neighbors
This video is one of of the first I've seen of the first major Quake and the results of the shakingJust pray the driver and the people in the video survived. ,2023-02-10 10:48:52+00:00,this video is one of of the first ve seen of the first major quake and the results of the shakingjust pray the driver and the people in the video survived 
"It is no longer news that Turkey was struck by earthquake, a lot were displaced, that's why  is settling up a relief fund in $ROSE Token for those affected by the devastating earthquakes in Turkey. $ROSE  ",2023-02-10 10:48:52+00:00,it is no longer news that turkey was struck by earthquake lot were displaced that why is settling up relief fund in rose token for those affected by the devastating earthquakes in turkey rose 
 ( M2.9 strikes 8 km S of  ( 5 min ago. More info: ,2023-02-10 10:49:33+00:00, strikes km of min ago more info 
"Dear Scarlett johansson and Natasha romanoff fans,On February 6,there has been 2 huge earthquakes in Turkey. There are thousands of dead and injured. Can you share this tweet or post a tweet like this?  ",2023-02-10 10:50:26+00:00,dear scarlett johansson and natasha romanoff fans on february there has been huge earthquakes in turkey there are thousands of dead and injured can you share this tweet or post tweet like this 
"Rescuers scoured debris in a desperate search for survivors on Friday four days after a massive earthquake hit Turkey and Syria, killing nearly 21,000 people       ",2023-02-10 10:51:05+00:00,rescuers scoured debris in desperate search for survivors on friday four days after massive earthquake hit turkey and syria killing nearly people 
" | AKP Hatay Deputy Hüseyin Yayman, who was connected to FOX TV live broadcast, said: ""I buried 11 of my relatives. We say that God gave, God took. We call it destiny. I wish we had taken the necessary measures, I wish we had made our houses more solid.''",2023-02-10 10:51:43+00:00, akp hatay deputy hüseyin yayman who was connected to fox tv live broadcast said buried of my relatives we say that god gave god took we call it destiny wish we had taken the necessary measures wish we had made our houses more solid 
The Sultanate of Oman has conducted air relief flights to the earthquake-affected areas in the Arab Republic of Syria        ,2023-02-10 10:52:18+00:00,the sultanate of oman has conducted air relief flights to the earthquake affected areas in the arab republic of syria 
"black days To have light I have to have darkness you have to have contrasting schemes light, darkness,darkness,lightIf you have light against light, you have nothing, if you have darkness against darkness, it won't work at all   ",2023-02-10 10:52:46+00:00,black days to have light have to have darkness you have to have contrasting schemes light darkness darkness lightif you have light against light you have nothing if you have darkness against darkness it won work at all 
"Mother, son rescued from rubble 101 hours after Türkiye’s earthquake   ",2023-02-10 10:53:00+00:00,mother son rescued from rubble hours after türkiye earthquake 
"Syria has been in a civil war for years and the region controlled by  has Enforced International So this Should not be a reason, for not helping the oppressed people.       ",2023-02-10 10:53:27+00:00,syria has been in civil war for years and the region controlled by has enforced international so this should not be reason for not helping the oppressed people 
 from the air of the terrible  caused by  in    ,2023-02-10 10:53:46+00:00, from the air of the terrible caused by in 
"This dog, named Pamuk, has been rescued from the rubble. 💕🙏   ",2023-02-10 10:54:07+00:00,this dog named pamuk has been rescued from the rubble 
"OUR DEEPEST CONDOLENCES TO TURKISH FAMILY!A tragedy came upon Turkey on Feb 06 2023 🥺Moreover, it touched some of our  members 😢The grief is deep, and you all have our hearts ❤️Together we will overcome this!🙏  ",2023-02-10 10:54:37+00:00,our deepest condolences to turkish family tragedy came upon turkey on feb moreover it touched some of our members the grief is deep and you all have our hearts together we will overcome this 
" Ready to go!  Red Cross Rescue Team 23 ""warriors"" will go to Turkey to help  ",2023-02-10 10:54:44+00:00, ready to go red cross rescue team warriors will go to turkey to help 
 ( M2.8 strikes 21 km NW of  ( 4 min ago. More info: ,2023-02-10 10:55:07+00:00, strikes km nw of min ago more info 
 link bu         ,2023-02-10 10:55:50+00:00, link bu 
"Tens of thousands of people have been affected by the massive earthquakes in Turkey on Mon, Feb 6 2023. They are in urgent need for basic humanitarian support. Donate here 👇👇👇   ",2023-02-10 10:55:54+00:00,tens of thousands of people have been affected by the massive earthquakes in turkey on mon feb they are in urgent need for basic humanitarian support donate here 
" Aoa  sir, as per you movie moto, save human from the virus, aapki movie   bohat successful rahi hay MashaAllah se, tw kindly aap kuch donate kaaren na for   only for humanity.",2023-02-10 10:56:02+00:00, aoa sir as per you movie moto save human from the virus aapki movie bohat successful rahi hay mashaallah se tw kindly aap kuch donate kaaren na for only for humanity 
A friend in need is friend indeed.. sends 6 plane loads of relief material &amp; rescue personnel to Turkey/Syria. ,2023-02-10 10:56:21+00:00, friend in need is friend indeed sends plane loads of relief material amp rescue personnel to turkey syria 
"They bedded down anywhere they could on lightless street corners, in grassy little parks, next to an elementary school        ",2023-02-10 10:56:22+00:00,they bedded down anywhere they could on lightless street corners in grassy little parks next to an elementary school 
Help vis this link 🤍         ,2023-02-10 10:56:34+00:00,help vis this link 
Please write it in her post or her tweet    ,2023-02-10 10:56:37+00:00,please write it in her post or her tweet 
RT if you STAND for TURKEY and SYRIA! Let's lift our hands up around the world and do whatever it takes to save them!         ,2023-02-10 10:56:43+00:00,rt if you stand for turkey and syria let lift our hands up around the world and do whatever it takes to save them 
More hardship and heartbreak for the people of Turkey as country’s Ministry of Family &amp; Social Services says the families of 263 children who were pulled out of the rubble in Turkey cannot be reached. 💔  ,2023-02-10 10:56:47+00:00,more hardship and heartbreak for the people of turkey as country ministry of family amp social services says the families of children who were pulled out of the rubble in turkey cannot be reached 
" And in this video, the surviving old woman give thanks to ""Azerbaijani brothers"" and   ",2023-02-10 10:57:15+00:00, and in this video the surviving old woman give thanks to azerbaijani brothers and 
🔴 Breaking News The refraction reflected on the satellite in the Nurdağı region of Gaziantep after the great earthquake that occurred in Turkey.  Anatolian fault slipped 3-5 meters! 😔    ,2023-02-10 10:57:21+00:00, breaking news the refraction reflected on the satellite in the nurdağı region of gaziantep after the great earthquake that occurred in turkey anatolian fault slipped meters 
" is facing consequences of corruption. Corruption is not only about making money in an illegal way. It kills hundreds of thousands of people, families and even probably prospective scientists.   ",2023-02-10 10:58:14+00:00, is facing consequences of corruption corruption is not only about making money in an illegal way it kills hundreds of thousands of people families and even probably prospective scientists 
Alp x ig now   ,2023-02-10 10:59:08+00:00,alp ig now 
"❗To all my friends from different parts of the world,from different fandoms.Please,let's support the Turkish people in this tragedy,after which no one's life will be the same.10 euros may be nothing for some,but for people there,it is a lot.Please, let's be human 🙏🫂  ",2023-02-10 10:59:15+00:00, to all my friends from different parts of the world from different fandoms please let support the turkish people in this tragedy after which no one life will be the same euros may be nothing for some but for people there it is lot please let be human 
"So many dogs suffer in Turkey, yet so many lives are now being saved by them  ",2023-02-10 10:59:17+00:00,so many dogs suffer in turkey yet so many lives are now being saved by them 
